RAID|KUID|HUID|Tittel|Navn|HUIDFar|HUIDMor|IDNR|FargeBeskrivelse|FargeVariant|AD|HD|Haarlag|IDMerk|Kjoenn|PEID|EndretAv|EndretDato|RegDato|Stoerrelse
306|882191|13442/88||NØSKAMPEN'S MICHA|03742/82|09239/84|1444313|RØD/HVIT|||A||+|T|2170041||||
306|882191|13438/88||NØSKAMPEN'S GORM|03742/82|09239/84|1444188|RØD/HVIT||||||H|8262793||||
306|882191|13439/88||NØSKAMPEN'S CHIKKO|03742/82|09239/84|1444220|RØD/HVIT||||||H|8262805||||
306|882191|13443/88||NØSKAMPEN'S SENTA|03742/82|09239/84|1444343|RØD/HVIT||||||T|3304875||||
306|882191|13441/88|N UCH|NØSKAMPEN'S SITA|03742/82|09239/84|1444284|RØD/HVIT|||E||X|T|2016608|#XU|21.03.1999||
306|882191|13444/88||NØSKAMPEN'S BONNIE|03742/82|09239/84|1444372|RØD/HVIT||||||T|8262864||||
306|043439|13478/04||RAKKELHANAN'S SELINA|17366/01|06060/00|1445390|HVIT/ORANGE||||||T|3021657|bj|19.11.2004|08.07.2004|
306|852814|13479/85||AMIE|18054/80|15609/81|1445437|HVIT/BRUN|||A|||T|3246261|#XU|21.03.1999||
306|852814|13485/85||FIDA|18054/80|15609/81|1445626|HVIT/BRUN||||||T|8263342||||
306|043439|13476/04||RAKKELHANAN'S ZARA|17366/01|06060/00|1445326|HVIT/ORANGE|||A||M|T|3598840||26.06.2006|08.07.2004|
306|872434|16464/87||MALIK|13717/81|06969/82|1530836|HVIT/BRUN|||C||X|T|3307552||||
306|024033|16466/02||BALDER|22391/95|25565/93|1530876|HVIT/KASTANJEBRUN|||A||M|H|3553084|ton|16.01.2004|30.08.2002|
306|872434|16466/87||LAIKA|13717/81|06969/82|1530891|HVIT/BRUN||||||T|8292456||||
306|024033|16470/02||TROJA|22391/95|25565/93|1530991|HVIT/KASTANJEBRUN|||||M|T|3553088|ta|05.11.2002|30.08.2002|
306|024033|16472/02||TARA|22391/95|25565/93|1531050|HVIT/KASTANJEBRUN|||||M|T|3553096|gl|15.10.2002|30.08.2002|
306|024033|16469/02||TRIXI|22391/95|25565/93|1530962|HVIT/KASTANJEBRUN|||B||M|T|3553087|ton|16.01.2004|30.08.2002|
306|024033|16471/02||HEDDA|22391/95|25565/93|1531020|HVIT/KASTANJEBRUN|||||M|T|3553089||04.08.2006|30.08.2002|
306|872434|16461/87||TAG|13717/81|06969/82|1530755|HVIT/BRUN||||||H|3308722|#XU|21.03.1999||
306|024033|16468/02||BAJAS|22391/95|25565/93|1530934|HVIT/KASTANJEBRUN|||B||X|H|3553086|ton|06.11.2003|30.08.2002|
306|872615|16473/87||ERO|18054/80|14953/84|1531094|HVIT/RØD|||C||X|H|2590447|#XU|08.12.2002||
306|872615|16475/87||STEGG|18054/80|14953/84|1531149|HVIT/RØD||||||H|3290944|#XU|21.03.1999||
306|872615|16472/87||LEO|18054/80|14953/84|1531065|HVIT/RØD|||A||X|H|8292514||||
306|803074|15178/80||NØSKAMPENS PRINS|05841/73|15844/73|1496317|RØD/HVIT|||A|||H|8281595||||
306|822491|11937/82||STORESKAR'S E'CHARMI|S65107/76|12206/77|1398549|RØD/HVIT||||||T|8245976||||
306|803074|15174/80||NØSKAMPENS BELLE AMI|05841/73|15844/73|1496201|RØD/HVIT|||A|||T|3218587||||
306|822491|11933/82||STORESKAR'S E'ZACK|S65107/76|12206/77|1398432|RØD/HVIT||||||H|8245934||||
306|083045|11934/08||LITJÅSEN'S RIKKE|19803/04|S56283/2001|2107142|SORT/ HVIT|||||M|T|2216530|DI||30.06.2008|
306|822491|11936/82||STORESKAR'S E'NERO|S65107/76|12206/77|1398519|RØD/HVIT||||||H|3296568|#XU|21.03.1999||
306|412151|15185/74||FREIKOLLEN'S BALDER|DK375/73|DK9952/68|1496508|HVIT/BRUN||||||H|8281661||||
306|822491|11941/82||STORESKAR'S E'TOPPEN|S65107/76|12206/77|1398664|RØD/HVIT|||D|||T|3265208||||
306|412151|15186/74||FREIKOLLEN'S FRIGG|DK375/73|DK9952/68|1496535|HVIT/BRUN|||C|||H|8281670||||
306|412151|15188/74||FREIKOLLEN'S FRØY|DK375/73|DK9952/68|1496589|HVIT/BRUN|||A|||H|8281688||||
306|982494|11789/98||BP TWIGGY|44050/91|05445/95|1394030|HVIT/KASTANJEBRUN|||A||X|T|3464364|ton|20.08.1999|06.07.1998|
306|024033|16467/02||GARP|22391/95|25565/93|1530905|HVIT/KASTANJEBRUN|||||M|H|3043303|gl|15.10.2002|30.08.2002|
306|953502|16497/95||ANKO|38067/90|13929/92|1531760|HVIT/KASTANJEBRUN||||||H|3229664|bk|22.08.1995|22.08.1995|
306|953502|16502/95||TARA|38067/90|13929/92|1531888|HVIT/KASTANJEBRUN|||A||M|T|3034028|#XU|30.03.2003|22.08.1995|
306|953502|16501/95||VIGGO|38067/90|13929/92|1531862|HVIT/KASTANJEBRUN|||A||M|H|2492635|TON|13.06.1996|22.08.1995|
306|953502|16503/95||KAJSA|38067/90|13929/92|1531913|HVIT/KASTANJEBRUN|||A||M|T|3034029|#XU|07.06.1998|22.08.1995|
306|953502|16496/95||VALGAR|38067/90|13929/92|1531735|HVIT/KASTANJEBRUN|||A||M|H|3034024|TON|12.09.1996|22.08.1995|
306|953502|16498/95||TASS-TIGANA|38067/90|13929/92|1531786|HVIT/KASTANJEBRUN|||A||X|H|3034025|TON|07.08.1997|22.08.1995|
306|953502|16499/95||BAMSE|38067/90|13929/92|1531812|HVIT/KASTANJEBRUN||||||H|3034026|bk|22.08.1995|22.08.1995|
306|953502|16500/95||ARGO|38067/90|13929/92|1531837|HVIT/KASTANJEBRUN||||||H|3034027|bk|22.08.1995|22.08.1995|
306|912439|17262/91||STILLERUD'S LISS|23349/86|14701/83|1552178|HVIT/KASTANJEBRUN|||A||X|T|2362979|#XU|21.03.1999||
306|912439|17263/91||STILLERUD'S TANJA|23349/86|14701/83|1552208|HVIT/KASTANJEBRUN|||A||X|T|3033396|#XU|21.03.1999||
306|912439|17261/91||STILLERUD'S BANJO|23349/86|14701/83|1552148|HVIT/KASTANJEBRUN||||||H|1464965|#XU|21.03.1999||
306|073016|11854/07||ÅT-ALEX|10977/99|24183/02|2053322|BRUN/HVIT|||C||M|H|3236702||11.03.2008|11.06.2007|
306|073016|11857/07||ÅT-KESSY|10977/99|24183/02|2053325|SORT/HVIT|||||M|T|3700930||16.08.2007|11.06.2007|
306|073016|11858/07||ÅT-TINKA|10977/99|24183/02|2053326|SORT/HVIT|||A||M|T|3700932|GL|01.07.2008|11.06.2007|
306|073016|11856/07||ÅT-OSCAR|10977/99|24183/02|2053324|SORT/HVIT|||D||M|H|1840560||05.05.2008|11.06.2007|
306|832450|11868/83||TINO|03430/76|11766/80|1396398|HVIT/BRUN|||D|||H|3056310|#XP|27.06.1995||
306|832450|11869/83||RITA|03430/76|11766/80|1396431|HVIT/BRUN|||E|||T|3297722||||
306|832450|11871/83||TROYA|03430/76|11766/80|1396496|HVIT/BRUN||||||T|3299768|#XU|21.03.1999||
306|832450|11873/83||CALI NAOMI|03430/76|11766/80|1396561|HVIT/BRUN|||A||X|T|3106205|#XU|21.03.1999||
306|012891|11874/01||GERONIMO|18602/94|16334/96|1396577|HVIT/RØD|||||M|H|3541754|bj|22.03.2002|19.06.2001|
306|952977|13894/95||KHARIS|44050/91|31204/86|1458133|HVIT/KASTANJEBRUN||||||T|3286990|#XU|21.03.1999|13.07.1995|
306|416398|13892/75||TEDDY|&6343/71|&8713/70|1458059|RØD OG HVIT||||||H|8267886||||
306|952977|13892/95||KARO|44050/91|31204/86|1458075|HVIT/KASTANJEBRUN|||A||X|H|3031386|ton|16.04.1999|13.07.1995|
306|952977|13893/95||KAISER|44050/91|31204/86|1458104|HVIT/KASTANJEBRUN||||||H|3031390|#XU|15.02.1998|13.07.1995|
306|952977|13895/95||KAYSA|44050/91|31204/86|1458162|HVIT/KASTANJEBRUN|||D||X|T|3031392|ton|20.08.1999|13.07.1995|
306|043876|15226/04||HØGHALSENS WR EMIRA|40083/94|10589/99|1497638|HVIT/ORANGE|||A||M|T|3213271|ton|13.09.2005|02.08.2004|
306|043876|15228/04||HØGHALSENS WR ENNY|40083/94|10589/99|1497696|HVIT/ORANGE|||A||M|T|3607666|ton|13.09.2005|02.08.2004|
306|431529|15220/79||LUNIK|03431/76|&4964/71|1497470|HVIT M/BRUNE TEGN|||A|||H|8281991||||
306|043876|15224/04||HØGHALSENS WR EIKO|40083/94|10589/99|1497578|HVIT/ORANGE|||A||M|H|3607664|ton|13.09.2005|02.08.2004|
306|043876|15229/04||HØGHALSENS WR ESSI|40083/94|10589/99|1497726|HVIT/ORANGE|||A||M|T|3607667|ton|13.09.2005|02.08.2004|
306|043876|15230/04||HØGHALSENS WR ERA|40083/94|10589/99|1497756|HVIT/ORANGE||||||T|3607668|bj|23.11.2004|02.08.2004|
306|854411|15251/85||CHERIE|08865/84|04974/83|1498360|HVIT/BRUN||||||T|3109888|#XU|17.08.1997||
306|861994|12004/86||KJIVELI'S FLINK|03742/82|09995/80|1400634|HVIT/BRUN|||A|||H|0171900|#XU|29.05.2005||
306|854411|15250/85||TANJA|08865/84|04974/83|1498331|HVIT/BRUN||||||T|3296043|#XU|12.07.1998||
306|852484|12018/85||AJARO'S TROYA|18054/80|06979/82|1401031|HVIT/BRUN|||A||X|T|1551852|#XU|21.03.1999||
306|952905|13543/95||SIKO|06446/86|25837/90|1447459|HVIT/ORANGE SKIMLET||||||H|2368125|#XU|21.03.1999|10.07.1995|
306|952905|13544/95||REX|06446/86|25837/90|1447489|HVIT/ORANGE||||||H|3035521|#XU|21.03.1999|10.07.1995|
306|852484|12019/85||AJARO'S SJAKK|18054/80|06979/82|1401062|HVIT/BRUN||||||H|3298267|#XU|13.05.2001||
306|053189|12021/05||MIRA|08667/01|02032/99|1401110|HVIT/ORANGE|||||M|T|3086399|gf|28.09.2005|17.06.2005|
306|053189|12023/05||WILMA|08667/01|02032/99|1401171|HVIT/ORANGE||||||T|3626955|bj|12.09.2005|17.06.2005|
306|852484|12020/85||AJARO'S KEINO|18054/80|06979/82|1401093|HVIT/BRUN||||||H|3297322||||
306|852484|12021/85||AJARO'S BIM|18054/80|06979/82|1401123|HVIT/BRUN||||||H|8246930||||
306|952686|12515/95||TANITA|20536/93|S20499/89|1416200|HVIT/KASTANJEBRUN||||||T|3230640|bk|29.06.1995|29.06.1995|
306|952686|12516/95||CHANTI|20536/93|S20499/89|1416229|TRICOLOR||||||T|3030114|bk|29.06.1995|29.06.1995|
306|921721|12507/92||BRUFJORDEN'S PHILIP|18183/87|S54711/88|1415964|HVIT/ORANGE|||A||X|H|2443696||||
306|982650|12611/98||MIX|12512/92|31200/93|1419135|HVIT/ORANGE||||||H|3245274|jo|01.09.1998|16.07.1998|
306|982650|12613/98||CHAMP|12512/92|31200/93|1419194|HVIT/RØD||||||H|3461060|jo|01.09.1998|16.07.1998|
306|982650|12610/98||THEO|12512/92|31200/93|1419106|HVIT/RØD|||||M|H|3461057|#XU|23.06.2002|16.07.1998|
306|982650|12612/98||TODD|12512/92|31200/93|1419164|HVIT/ORANGE||||||H|3461058|jo|01.09.1998|16.07.1998|
306|982513|11898/98||GISMO|18692/90|30315/94|1397333|TRICOLOR|||||M|H|3538317|bk|18.01.2002|07.07.1998|
306|843177|15661/84||HAVREDALEN'S TANJA|04915/77|08784/77|1509458|HVIT/BRUN|||A|||T|8285814||||
306|982513|11896/98||RAPPEN|18692/90|30315/94|1397268|ORANGE/HVIT|||D||M|H|3459604|ton|26.05.2000|07.07.1998|
306|982513|11899/98||TINKA|18692/90|30315/94|1397364|SORT/HVIT||||||T|3459606|BK|06.08.1998|07.07.1998|
306|023676|15126/02||TRAI|S30667/98|02311/98|1494898|HVIT/SORT||||||H|3550204|#XU|10.07.2005|12.08.2002|
306|982513|11900/98||LAJKA|18692/90|30315/94|1397397|SORT/HVIT||||||T|3459607|BK|06.08.1998|07.07.1998|
306|843177|15662/84||HAVREDALEN'S TOSTI|04915/77|08784/77|1509485|HVIT/BRUN||||||T|8285824||||
306|803074|15173/80||NØSKAMPENS VICKI|05841/73|15844/73|1496172|RØD/HVIT||||||T|8281546||||
306|803074|15176/80||NØSKAMPENS KING|05841/73|15844/73|1496257|RØD/HVIT||||||H|8281578||||
306|803074|15177/80||NØSKAMPENS KIM|05841/73|15844/73|1496286|RØD/HVIT||||||H|3298332|#XU|21.03.1999||
306|803074|15172/80||NØSKAMPENS NADJA|05841/73|15844/73|1496144|RØD/HVIT||||||T|1716356|#XU|21.03.1999||
306|083045|11931/08||LITJÅSEN'S DE RENÈ|19803/04|S56283/2001|2107139|ORANGE/ HVIT|||||M|H|3666845|DI||30.06.2008|
306|083045|11932/08||LITJÅSEN'S RITA|19803/04|S56283/2001|2107140|SORT/ HVIT|||||M|T|3015348|DI||30.06.2008|
306|822491|11934/82||STORESKAR'S E'BONNI|S65107/76|12206/77|1398461|RØD/HVIT||||||T|3299938|#XU|21.03.1999||
306|803074|15175/80||NØSKAMPENS BENTO|05841/73|15844/73|1496229|RØD/HVIT||||||H|8281568||||
306|852942|14060/85||CHESS|11935/82|10992/81|1463281|BRUN/HVIT||||||H|3296536|#XU|21.03.1999||
306|852942|14061/85||RUBEN|11935/82|10992/81|1463311|BRUN/HVIT||||||H|3295644|#XU|21.03.1999||
306|852942|14063/85||SICO|11935/82|10992/81|1463370|BRUN/HVIT||||||H|3295232||||
306|852942|14058/85||SANDY|11935/82|10992/81|1463220|BRUN/HVIT|||A||X|T|8269801||||
306|852942|14059/85||TIKO|11935/82|10992/81|1463251|BRUN/HVIT||||||H|8269812||||
306|852942|14064/85||BALDER|11935/82|10992/81|1463401|BRUN/HVIT|||A||X|H|8269869||||
306|073016|11855/07||ÅT-ROCKY|10977/99|24183/02|2053323|SORT/HVIT|||||M|H|3104813||10.07.2007|11.06.2007|
306|023412|14085/02||MIDTFJELLETS ABEL|S19026/99|10582/99|1464037|HVIT/ORANGE|||C||M|H|3563104|ton|11.09.2003|25.07.2002|
306|023412|14086/02||MIDTFJELLETS JO|S19026/99|10582/99|1464067|HVIT/ORANGE|||C||X|H|3484239|ton|11.09.2003|25.07.2002|
306|023412|14087/02||MIDTFJELLETS TINKA|S19026/99|10582/99|1464099|HVIT/ORANGE|||A||X|T|3563105|ton|11.09.2003|25.07.2002|
306|842846|14090/84||VENNAFJELLET'S RANTO|13025/81|03897/77|1464213|HVIT/BRUN|||A|||H|8270160||||
306|842846|14091/84|N UCH|VENNAFJELLET'S JULIUS|13025/81|03897/77|1464247|HVIT/BRUN|||A||X|H|8270173||||
306|842846|14097/84||VENNAFJELLET'S VICTORIA|13025/81|03897/77|1464442|HVIT/BRUN|||A|||T|8270243||||
306|842846|14094/84||VENNAFJELLET'S LARA|13025/81|03897/77|1464346|HVIT/BRUN||||||T|8270212||||
306|023412|14082/02||MIDTFJELLETS ASK|S19026/99|10582/99|1463946|HVIT/ORANGE|||C||M|H|3563100|ton|06.11.2003|25.07.2002|
306|023412|14083/02||MIDTFJELLETS LUDVIG|S19026/99|10582/99|1463976|HVIT/ORANGE|||E||M|H|3290325|ton|16.01.2004|25.07.2002|
306|842846|14093/84||VENNAFJELLET'S ANDANTINO|13025/81|03897/77|1464313|HVIT/BRUN||||||H|8270202||||
306|842846|14095/84||VENNAFJELLET'S PIA|13025/81|03897/77|1464378|HVIT/BRUN||||||T|3290862|#XU|21.03.1999||
306|023412|14084/02||MIDTFJELLETS TICO|S19026/99|10582/99|1464007|HVIT/ORANGE|||C||M|H|3563102|ton|06.11.2003|25.07.2002|
306|023412|14088/02||MIDTFJELLETS MILLIE MY|S19026/99|10582/99|1464131|HVIT/ORANGE|||B||M|T|3481637|#XU|24.04.2005|25.07.2002|
306|023412|14089/02||MIDTFJELLETS TRIXI|S19026/99|10582/99|1464164|HVIT/ORANGE|||A||M|T|3563106|ton|22.09.2004|25.07.2002|
306|842846|14092/84||VENNAFJELLET'S GRIM|13025/81|03897/77|1464281|HVIT/BRUN||||||H|8270189||||
306|012891|11878/01||TRULS|18602/94|16334/96|1396700|HVIT/RØD|||||M|H|3527203|lj|01.11.2002|19.06.2001|
306|012891|11876/01||BUSTER|18602/94|16334/96|1396638|HVIT/RØD|||C||X|H|3010296|ton|15.05.2002|19.06.2001|
306|832450|11866/83||MIKKI|03430/76|11766/80|1396332|HVIT/BRUN|||E|||T|3104414||||
306|832450|11867/83||FANT|03430/76|11766/80|1396365|HVIT/BRUN||||||H|8245186||||
306|012891|11877/01||ASTRIX|18602/94|16334/96|1396669|HVIT/RØD|||||M|H|3527202|bj|06.01.2003|19.06.2001|
306|012891|11875/01||SPOT|18602/94|16334/96|1396607|HVIT/RØD|||||M|H|3541882|bj|26.03.2002|19.06.2001|
306|832450|11870/83||TOPSY|03430/76|11766/80|1396463|HVIT/BRUN||||||T|3297550|#XU|01.02.1998||
306|832450|11872/83||ARON|03430/76|11766/80|1396529|HVIT/BRUN||||||H|3297872|#XU|21.03.1999||
306|832450|11874/83||AJA|03430/76|11766/80|1396593|HVIT/BRUN||||||T|3296592|#XU|21.03.1999||
306|023676|15128/02||BELLA DONNA|S30667/98|02311/98|1494954|HVIT/SORT|||A||X|T|3464364|ton|03.07.2003|12.08.2002|
306|023676|15125/02||ASK|S30667/98|02311/98|1494870|HVIT/ORANGE|||C||M|H|3534092|ton|11.09.2003|12.08.2002|
306|023676|15127/02||SCOTT|S30667/98|02311/98|1494926|HVIT/ORANGE|||A||M|H|3550205|ton|03.07.2003|12.08.2002|
306|982513|11895/98||CHICO|18692/90|30315/94|1397237|ORANGE/HVIT||||||H|3030110|BK|06.08.1998|07.07.1998|
306|023676|15124/02||ARES|S30667/98|02311/98|1494843|HVIT/ORANGE|||A||M|H|3550203|ton|11.09.2003|12.08.2002|
306|843177|15660/84||HAVREDALEN'S SHAWA|04915/77|08784/77|1509431|HVIT/BRUN|||D|||T|8285807||||
306|843177|15664/84||HAVREDALEN'S ROBBY|04915/77|08784/77|1509540|HVIT/BRUN||||||H|3216627||||
306|843177|15665/84||HAVREDALEN'S DANILO|04915/77|08784/77|1509567|HVIT/BRUN|||C|||H|3228433||||
306|982513|11897/98||CHICO|18692/90|30315/94|1397301|TRICOLOR|||A||M|H|3570846|#XU|09.05.2004|07.07.1998|
306|843177|15663/84||HAVREDALEN'S JANCA|04915/77|08784/77|1509513|HVIT/BRUN|||C|||T|3222270||||
306|962965|14163/96||NALA|AKCSBSE827073|18188/87|1466515|HVIT/ORANGE|||||M|T|3061173|BK|15.08.1996|30.07.1996|
306|962965|14164/96||TARA|AKCSBSE827073|18188/87|1466545|HVIT/ORANGE|||A||M|T|3236702|#XU|21.03.1999|30.07.1996|
306|420535|12639/76||PRINS|&7180/71|14240/73|1419982|BRUN-HVIT||||||H|8253977||||
306|420535|12643/76||SOFFI|&7180/71|14240/73|1420109|BRUN-HVIT||||||T|8254023||||
306|003806|15615/00||FUGLESPRETTEN FIDO|17699/98|17263/91|1508223|HVIT/BRUN||||||H|3506293|mha|23.02.2001|17.08.2000|
306|912152|15040/91||REX|32442/86|32685/87|1492586|HVIT/KASTANJEBRUN||||||H|3310016|#XU|21.03.1999||
306|813184|15062/81||LADY DIANA|09216/73|&9530/72|1493189|HVIT OG BRUN|||A|||T|0171900|#XU|29.05.2005||
306|813184|15063/81||BEUTY|09216/73|&9530/72|1493216|HVIT OG BRUN||||||T|8280571||||
306|053985|15035/05||AVITO|04549/00|24181/02|1492434|RØD/HVIT||||||H|3623077|mha|15.08.2005|21.07.2005|
306|053985|15036/05||ARAGON|04549/00|24181/02|1492462|RØD/HVIT|||||M|H|3623078|gf|03.10.2005|21.07.2005|
306|813303|15611/81||RASSMUS|11711/79|09485/78|1508134|HVIT M/BRUNE TEGN|||C|||H|3204789||||
306|813184|15065/81||POPPIE|09216/73|&9530/72|1493274|HVIT OG BRUN||||||T|8280590||||
306|813184|15067/81||PAN|09216/73|&9530/72|1493329|HVIT OG BRUN|||A|||H|8280610||||
306|813184|15064/81||LADY|09216/73|&9530/72|1493245|HVIT OG BRUN|||C|||T|3239994||||
306|843177|15666/84||HAVREDALEN'S TWIGG|04915/77|08784/77|1509595|HVIT/BRUN|||C|||H|8285858||||
306|843177|15667/84||HAVREDALEN'S HAIG|04915/77|08784/77|1509621|HVIT/BRUN|||D|||H|3233529||||
306|053189|12018/05||TIRA|08667/01|02032/99|1401017|HVIT/ORANGE|||C||M|T|3626946||15.08.2006|17.06.2005|
306|053985|16583/05||ARI|04549/00|24181/02|1533981|RØD/HVIT|||||M|H|3736111||07.05.2008|21.07.2005|
306|053985|16584/05||AYKO THIMM|04549/00|24181/02|1534006|RØD/HVIT||||||H|3235262||11.11.2007|21.07.2005|
306|417317|17490/75||BUSTER|&6312/70|&7177/71|1558419|RØD OG HVIT||||||H|8301347||||
306|973683|17526/97||NORDTANGEN'S TASS|30830/88|20537/93|1559460|HVIT/BRUN|||D||X|H|3476204|bk|07.05.1999|16.09.1997|
306|973683|17528/97||NORDTANGEN'S BURRE|30830/88|20537/93|1559514|HVIT/BRUN|||E||M|H|3296266|ton|12.10.1999|16.09.1997|
306|973683|17527/97||NORDTANGEN'S BALDER|30830/88|20537/93|1559487|HVIT/BRUN||||||H|3088584|BK|16.09.1997|16.09.1997|
306|902147|15753/90||LOKENS ZAITA|21569/86|12317/83|1511889|RØD/HVIT|||||X|T|8286576|mha|10.08.1999|10.08.1999|
306|902147|15755/90||LOKENS ÆSOP|21569/86|12317/83|1511945|RØD/HVIT|||C||X|H|2272029||||
306|902147|15756/90||LOKENS BIKO|21569/86|12317/83|1511973|RØD/HVIT||||||H|3300872||||
306|023429|14156/02||SHIRA|00267/95|06776/98|1466273|HVIT/ORANGE|||||M|T|2128785|ta|28.10.2002|26.07.2002|
306|043439|13477/04||RAKKELHANAN'S FIA|17366/01|06060/00|1445358|HVIT/ORANGE|||B||M|T|3598841||14.03.2006|08.07.2004|
306|852814|13477/85||SANCHO|18054/80|15609/81|1445373|HVIT/BRUN||||||H|8263251||||
306|852814|13478/85||CHANTIE|18054/80|15609/81|1445405|HVIT/BRUN||||||T|8263264||||
306|852814|13481/85||SALLY|18054/80|15609/81|1445499|HVIT/BRUN||||||T|8263295||||
306|043439|13479/04||RAKKELHANAN'S TESS|17366/01|06060/00|1445422|HVIT/ORANGE||||||T|3598842|bj|19.11.2004|08.07.2004|
306|852814|13480/85||TINA|18054/80|15609/81|1445468|HVIT/BRUN|||A|||T|3287696||||
306|852814|13482/85||RITA|18054/80|15609/81|1445530|HVIT/BRUN||||||T|8263305||||
306|043439|13480/04||RAKKELHANAN'S EMBLA|17366/01|06060/00|1445453|HVIT/ORANGE|||C||M|T|3598843||18.04.2006|08.07.2004|
306|852814|13483/85||BELLE AMIE|18054/80|15609/81|1445561|HVIT/BRUN||||||T|8263318||||
306|014234|17364/01||KRUTTÅSEN'S BASSE|02028/99|22642/94|1554924|BRUN/HVIT|||D||M|H|3533056|ton|18.09.2002|31.08.2001|
306|014234|17369/01||KRUTTÅSEN'S TYRI|02028/99|22642/94|1555073|BRUN/HVIT|||A||X|T|3092600|ton|18.09.2002|31.08.2001|
306|014234|17370/01||KRUTTÅSEN'S FIBI|02028/99|22642/94|1555104|BRUN/HVIT|||B||M|T|3533065|ton|18.09.2002|31.08.2001|
306|953687|17421/95||MARIE|22072/87|42884/91|1556550|HVIT/KASTANJEBRUN||||||T|3034776|#XU|21.03.1999|01.09.1995|
306|953687|17419/95||LILLEGUTT|22072/87|42884/91|1556490|HVIT/KASTANBRUN||||||H|3034774|#XU|21.03.1999|01.09.1995|
306|953687|17420/95||SITA|22072/87|42884/91|1556521|HVIT/KASTANJEBRUN||||||T|3034775|#XU|21.03.1999|01.09.1995|
306|013089|12696/01||KIRA|04467/99|21666/97|1421716|HVIT/LEVERBRUN|||D||M|T|3527806|ton|11.02.2003|28.06.2001|
306|013089|12697/01||TIRA|04467/99|21666/97|1421746|HVIT/ORANGE|||C||M|T|3007345|ton|06.12.2002|28.06.2001|
306|921911|14203/92||BESSY|14064/85|06439/84|1467733|BRUN/HVIT||||||T|3294942||||
306|921911|14204/92||BESSY II|14064/85|06439/84|1467765|BRUN/HVIT||||||T|8376596||||
306|921911|14205/92||TSAR|14064/85|06439/84|1467797|BRUN/HVIT||||||H|3300017|#XU|21.03.1999||
306|921911|14206/92||TIMMY|14064/85|06439/84|1467827|BRUN/HVIT||||||H|8376597||||
306|921911|14207/92||JEAN|14064/85|06439/84|1467859|BRUN/HVIT|||||X|H|2570043||||
306|921911|14210/92||TINKA|14064/85|06439/84|1467958|BRUN/HVIT||||||T|8376599||||
306|412151|15191/74||FREIKOLLEN'S NANA|DK375/73|DK9952/68|1496669|HVIT/BRUN|||A|||T|8281715||||
306|412151|15189/74||FREIKOLLEN'S TRYM|DK375/73|DK9952/68|1496616|HVIT/BRUN||||||H|8281698||||
306|083045|11933/08||LITJÅSEN'S RAISA|19803/04|S56283/2001|2107141|ORANGE/ HVIT|||||M|T|3753250|DI||30.06.2008|
306|822491|11932/82||STORESKAR'S E'ZENTA|S65107/76|12206/77|1398403|RØD/HVIT|||E|||T|3224329|#XU|21.03.1999||
306|822491|11935/82||STORESKAR'S E'SCOTT|S65107/76|12206/77|1398490|RØD/HVIT||||||H|3296394|#XU|21.03.1999||
306|822491|11938/82||STORESKAR'S E'SILVA|S65107/76|12206/77|1398578|RØD/HVIT||||||T|3108216||||
306|412151|15190/74||FREIKOLLEN'S FRØYA|DK375/73|DK9952/68|1496643|HVIT/BRUN||||||T|3286582|#XU|21.03.1999||
306|993736|15205/99||NERO|S61775/90|25210/93|1497066|HVIT/ORANGE|||C||M|H|3483179|ton|10.11.2000|17.08.1999|
306|993736|15206/99||ROCKY|S61775/90|25210/93|1497094|HVIT/ORANGE|||B||X|H|3666954||05.06.2007|17.08.1999|
306|993736|15207/99||SANDER|S61775/90|25210/93|1497120|HVIT/ORANGE|||||M|H|3572434|gf|07.01.2005|17.08.1999|
306|822491|11939/82||STORESKAR'S E'JERI|S65107/76|12206/77|1398606|RØD/HVIT||||||H|8245995||||
306|822491|11940/82||STORESKAR'S E'PANDA|S65107/76|12206/77|1398635|RØD/HVIT||||||H|8246006||||
306|412151|15187/74||FREIKOLLEN'S SNORRE|DK375/73|DK9952/68|1496562|HVIT/BRUN||||||H|1464478|#XU|21.03.1999||
306|993736|15208/99||BUSTER|S61775/90|25210/93|1497146|HVIT/ORANGE|||B||M|H|3483182|ton|06.09.2001|17.08.1999|
306|431529|15218/79||TAIVA|03431/76|&4964/71|1497416|HVIT M/BRUNE TEGN|||C|||T|2576249|#XP|17.10.1995||
306|993736|15211/99||ZERGA|S61775/90|25210/93|1497231|TRICOLOR|||||M|T|3297528|gl|30.04.2002|17.08.1999|
306|993736|15213/99||CASSY|S61775/90|25210/93|1497290|HVIT/ORANGE|||||M|T|3290595|bk|06.06.2000|17.08.1999|
306|993736|15214/99||CIRKA|S61775/90|25210/93|1497320|HVIT/ORANGE|||||M|T|3483185|lj|01.10.1999|17.08.1999|
306|043876|15227/04||HØGHALSENS WR EIRA|40083/94|10589/99|1497667|HVIT/ORANGE||||||T|3536376||22.08.2007|02.08.2004|
306|043876|15223/04||HØGHALSENS WR ERO|40083/94|10589/99|1497550|HVIT/ORANGE|||A||M|H|3607663|ton|13.10.2005|02.08.2004|
306|431529|15219/79||AUDIE|03431/76|&4964/71|1497443|HVIT M/BRUNE TEGN|||A|||T|8281982||||
306|043876|15225/04||HØGHALSENS WR ERKI|40083/94|10589/99|1497608|HVIT/ORANGE|||B||M|H|3607665||13.02.2006|02.08.2004|
