RAID|KUID|HUID|Tittel|Navn|HUIDFar|HUIDMor|IDNR|FargeBeskrivelse|FargeVariant|AD|HD|Haarlag|IDMerk|Kjoenn|PEID|EndretAv|EndretDato|RegDato|Stoerrelse
306|001274|04752/00||STILLERUD'S MAX|FIN40258/98|44914/94|1180411|HVIT/ORANGE|||||M|H|3500142|jo|16.05.2000|29.03.2000|
306|414224|04754/75||DICK|04360/73|&9439/72|1180480|HVIT OG BRUN||||||H|8165000||||
306|961090|05081/96|N JCH|THUNDER AND LIGHTNING|DK18161/94|15120/93|1190320|ORANGE/HVIT|||A||X|T|3555783||11.10.2006|22.03.1996|
306|961090|05079/96||ZANTO|DK18161/94|15120/93|1190259|SORT/HVIT|||C||M|H|3052318|#XU|21.03.1999|22.03.1996|
306|961090|05077/96||CRISPO|DK18161/94|15120/93|1190200|SORT/HVIT|||A|||H|1551845|#XU|16.12.2001|22.03.1996|
306|961090|05080/96||KAIMO|DK18161/94|15120/93|1190289|ORANGE/HVIT|||D||M|H|3026093|#XU|21.03.1999|22.03.1996|
306|961090|05083/96||TINKA|DK18161/94|15120/93|1190381|SORT/HVIT|||A||M|T|3263938|#XU|21.03.1999|22.03.1996|
306|961090|05085/96||CISSIE|DK18161/94|15120/93|1190441|ORANGE/HVIT|||A||M|T|3308941|TON|07.08.1997|22.03.1996|
306|961090|05078/96||SIMBA|DK18161/94|15120/93|1190229|SORT/HVIT|||D|||H|3052317|#XU|01.06.1997|22.03.1996|
306|961090|05082/96||FIA|DK18161/94|15120/93|1190351|SORT/HVIT|||A||M|T|3034107|#XU|29.10.2002|22.03.1996|
306|961090|05084/96||AYLA|DK18161/94|15120/93|1190411|ORANGE/HVIT|||A||X|T|3305272|#XU|16.06.2006|22.03.1996|
306|961090|05086/96||RIPA|DK18161/94|15120/93|1190471|SORT/HVIT|||||M|T|3052320|BK|14.06.1996|22.03.1996|
306|081297|05687/08||SÆTERTUNETS KIRA|17163/04|02659/05|2105330|ORANGE/ HVIT|||||M|T|3747088|||17.06.2008|
306|081304|05695/08||VESTLØKKA'S C ZITA|DK15398/99|04619/01|2096430|HVIT/ORANGE|||||M|T|3745322|||20.04.2008|
306|422487|04916/77||FREIKOLLENS TOTTE|DK295172|&2495/72|1185401|HVIT/KASTANJE||||||H|8166795||||
306|041196|04518/04||TILLERÅSEN'S ZELDA|15005/00|21809/98|1173349|HVIT/ORANGE|||||X|T|3593039|gl|03.08.2004|16.03.2004|
306|422704|05891/77||PEIK|&67/5706|DKK467/73|1215057|HVIT M/BR TEGN||||||H|8177914||||
306|422704|05890/77||BONSO|&67/5706|DKK467/73|1215027|HVIT M/BR TEGN|||A|||H|8177902||||
306|422704|05892/77||ROBBIN|&67/5706|DKK467/73|1215087|HVIT M/BR TEGN||||||H|8177927||||
306|422704|05894/77||TINA|&67/5706|DKK467/73|1215147|HVIT M/BR TEGN||||||T|8177943||||
306|422446|04715/77||NØSKAMPEN TRIXIE|&12744/72|&68/4196|1179289|RØD/HVIT||||||T|3261913||||
306|981252|05899/98||PERKARS SAKO|20208/95|17860/93|1215310|BRUN/HVIT|||A||M|H|3296265|ton|10.12.1999|17.04.1998|
306|981252|05900/98||PERKARS MOMS|20208/95|17860/93|1215339|BRUN/HVIT|||A||X|H|2443729|ton|20.08.1999|17.04.1998|
306|981252|05898/98||PERKARS BONO|20208/95|17860/93|1215282|BRUN/HVIT|||A||X|H|3453956|ton|30.06.1999|17.04.1998|
306|910924|06476/91||BESS|04061/85|04436/83|1232672|HVIT/BRUN||||||T|8184479||||
306|051190|04121/05||KRUTTÅSEN'S E BONO|S30667/98|17369/01|1161462|SORT/HVIT|||C||X|H|3616479||09.06.2006|11.03.2005|
306|051190|04123/05||KRUTTÅSEN'S E XO|S30667/98|17369/01|1161517|HVIT/ORANGE|||A||M|H|3616481||12.05.2006|11.03.2005|
306|051190|04124/05||KRUTTÅSEN'S E ZITA|S30667/98|17369/01|1161545|HVIT/ORANGE|||B||M|T|3616482||23.05.2006|11.03.2005|
306|051190|04125/05||KRUTTÅSEN'S E GIPSY|S30667/98|17369/01|1161575|HVIT/ORANGE|||A||M|T|3616483||19.04.2006|11.03.2005|
306|051190|04122/05||KRUTTÅSEN'S E BILLY|S30667/98|17369/01|1161490|HVIT/ORANGE|||A||M|H|3616480||08.08.2006|11.03.2005|
306|051190|04126/05||KRUTTÅSEN'S E XENA|S30667/98|17369/01|1161604|HVIT/ORANGE|||A||X|T|3092600||21.03.2006|11.03.2005|
306|011531|06109/01||ZORRO|LOSH827453|05744/98|1221663|HVIT/ORANGE|||A||X|H|3283777|ton|15.03.2002|17.04.2001|
306|011531|06111/01||BRIS|LOSH827453|05744/98|1221723|HVIT/ORANGE||||||T|3283777|BJ|17.04.2001|17.04.2001|
306|011531|06112/01||YPA|LOSH827453|05744/98|1221753|HVIT/ORANGE|||A||M|T|3543407|#XU|18.04.2004|17.04.2001|
306|011531|06114/01||PIA|LOSH827453|05744/98|1221813|HVIT/ORANGE|||A||X|T|3521091|ton|15.03.2002|17.04.2001|
306|071454|06133/07||KRUTTÅSEN'S G AIA|23585/04|17369/01|2048790|HVIT/ORANGE|||A||X|T|3092600||14.03.2008|04.05.2007|
306|071454|06134/07||KRUTTÅSEN'S G AYA|23585/04|17369/01|2048791|HVIT/ORANGE|||B||M|T|3699186||08.04.2008|04.05.2007|
306|011304|05126/01||BRUNSKOGEN'S ASKA|02028/99|10611/98|1191654|HVIT/ORANGE|||B||M|T|3106193||07.03.2007|29.03.2001|
306|422532|05129/77||FLØFFI|&6343/71|10561/74|1191757|HVIT/BRUN|||C|||T|1465954||||
306|061358|05141/06||HØGHALSENS WB RAISSA|08667/01|10589/99|1192147|ORANGE/HVIT|||||M|T|3649847||05.07.2006|29.06.2006|
306|061358|05138/06||HØGHALSENS WB REIJO|08667/01|10589/99|1192048|ORANGE/HVIT|||B||M|H|3649844||25.03.2008|29.06.2006|
306|061358|05143/06||HØGHALSENS WB RIKA|08667/01|10589/99|1192212|ORANGE/HVIT|||B||M|T|3649849||15.05.2007|29.06.2006|
306|971045|04812/97||RICO|S43915/91|04597/93|1182229|HVIT/SORT|||||M|H|3469451|bk|06.01.1999|18.03.1997|
306|971045|04813/97||PRIKKEN|S43915/91|04597/93|1182258|HVIT/ORANGE||||||H|3081969|BK|10.06.1997|18.03.1997|
306|971045|04819/97||FRØYA|S43915/91|04597/93|1182442|HVIT/ORANGE||||||T|3081976|BK|10.06.1997|18.03.1997|
306|061358|05142/06||HØGHALSENS WB RISPAN|08667/01|10589/99|1192180|ORANGE/HVIT||||||T|3649848|||29.06.2006|
306|971045|04815/97||TOYA|S43915/91|04597/93|1182319|HVIT/ORANGE|||A||M|T|3081970|TON|23.07.1998|18.03.1997|
306|971045|04818/97||JANCA|S43915/91|04597/93|1182412|HVIT/SORT|||A||M|T|3222270|ton|22.01.1999|18.03.1997|
306|971045|04814/97||MARTHE|S43915/91|04597/93|1182288|TRICOLOR|||A||X|T|2477538|TON|23.07.1998|18.03.1997|
306|971045|04816/97||TRIXIE|S43915/91|04597/93|1182350|TRICOLOR|||A||M|T|3081971|TON|23.07.1998|18.03.1997|
306|971045|04817/97||LAIKA|S43915/91|04597/93|1182381|HVIT/ORANGE||||||T|3081974|BK|10.06.1997|18.03.1997|
306|061358|05144/06||HØGHALSENS WB RAUMA|08667/01|10589/99|1192245|ORANGE/HVIT|||A||M|T|2590364||10.04.2007|29.06.2006|
306|011764|07131/01||MK-KIRA|04600/93|14164/96|1251937|KASTANJEBRUN/HVIT|||D||M|T|3521829|ton|15.05.2002|27.04.2001|
306|041839|07161/04||BRUFJORDEN'S SK SIR BALLOO|06110/01|NHSB2374046|1252885|HVIT/ORANGE|||C||M|H|3717420||08.11.2007|22.04.2004|
306|041839|07165/04||BRUFJORDEN'S SK RONJA|06110/01|NHSB2374046|1253009|HVIT/ORANGE|||C||M|T|3592914|ton|13.09.2005|22.04.2004|
306|041839|07162/04||BRUFJORDEN'S SK CHICO|06110/01|NHSB2374046|1252916|HVIT/ORNAGE||||||H|3592912|bk|22.04.2004|22.04.2004|
306|041839|07164/04||BRUFJORDEN'S SK RAIA|06110/01|NHSB2374046|1252978|HVIT/ORANGE||||||T|3592913|bk|22.04.2004|22.04.2004|
306|041839|07166/04||BRUFJORDEN'S SK BIANCA|06110/01|NHSB2374046|1253040|HVIT/ORANGE|||C||M|T|1169242|ton|13.09.2005|22.04.2004|
306|041839|07163/04|NV-05 NORDV-06|BRUFJORDEN'S SK BUSTER|06110/01|NHSB2374046|1252947|HVIT/ORANGE|||C||M|H|1276617|ifa|30.11.2005|22.04.2004|
306|061173|04500/06||MAR BIVDI E D I AR|20374/01|11181/00|1172788|HVIT/ORANGE|||||M|H|3664176|#XU|16.06.2006|15.06.2006|
306|061173|04501/06||TICO|20374/01|11181/00|1172821|HVIT/ORANGE|||A||M|H|3647047||26.02.2008|15.06.2006|
306|910924|06478/91||LITA|04061/85|04436/83|1232734|HVIT/BRUN||||||T|2496306|#XU|23.05.2004||
306|910924|06477/91||BILLY|04061/85|04436/83|1232703|HVIT/BRUN||||||H|3231687||||
306|910924|06475/91||BELLA|04061/85|04436/83|1232641|HVIT/BRUN||||||T|8184467||||
306|011764|07128/01||MK-JASPER|04600/93|14164/96|1251846|HVIT/KASTANJEBRUN|||A||X|H|3521826|ton|15.05.2002|27.04.2001|
306|011764|07127/01||MK-PRINC|04600/93|14164/96|1251815|KASTANJEBRUN/HVIT|||D||M|H|3521825|ton|20.04.2005|27.04.2001|
306|851364|06037/85||UNNIEK DU TERTRE QUI SONNE|LOF105399/09160|LOF101184/11648|1219480|SORT/ORANGE|||A|||H|8179608||16.05.2006||
306|001612|06055/00||KRUTTÅSEN'S TANJA|S53314/97|22642/94|1220018|BRUN/HVIT|||A||M|T|3500131|ton|06.09.2001|17.04.2000|
306|981283|06056/98||BRUFJORDEN'S LD SCOTT|S25017/88|DK11616/95|1220082|HVIT/SORT||||||H|3258509|#XU|21.03.1999|21.04.1998|
306|981283|06058/98||BRUFJORDEN'S LD TRULS|S25017/88|DK11616/95|1220147|HVIT/ORANGE|||D||M|H|3454553|ton|16.04.1999|21.04.1998|
306|001612|06054/00||KRUTTÅSEN'S RONJA|S53314/97|22642/94|1219985|BRUN/HVIT|||A||X|T|3500130|#XU|16.06.2006|17.04.2000|
306|001612|06053/00||KRUTTÅSEN'S ZICO|S53314/97|22642/94|1219955|BRUN/HVIT|||A||X|H|3500129|ton|30.05.2001|17.04.2000|
306|001613|06056/00||OPPHAUGEN'S BONSO|FIN40258/98|27400/94|1220051|ORANGE/HVIT|||A||M|H|3500690|ton|06.09.2001|17.04.2000|
306|001613|06058/00||OPPHAUGEN'S KARO|FIN40258/98|27400/94|1220117|ORANGE/HVIT|||D||M|H|3500692|ton|06.09.2001|17.04.2000|
306|001613|06057/00||OPPHAUGEN'S SNOBBEN|FIN40258/98|27400/94|1220084|ORANGE/HVIT|||D||M|H|3500691|ton|13.07.2001|17.04.2000|
306|981283|06060/98||BRUFJORDEN'S LD O'NELLIE|S25017/88|DK11616/95|1220210|HVIT/ORANGE|||C||M|T|3465446|#XU|18.02.2001|21.04.1998|
306|001613|06059/00||OPPHAUGEN'S SANTO|FIN40258/98|27400/94|1220149|ORANGE/HVIT|||C||M|H|3101569|ton|17.07.2002|17.04.2000|
306|981283|06055/98||BRUFJORDEN'S LD TICO|S25017/88|DK11616/95|1220049|HVIT/SORT|||B||M|H|3454550|ton|13.07.2001|21.04.1998|
306|981283|06057/98||BRUFJORDEN'S LD REX|S25017/88|DK11616/95|1220115|HVIT/ORANGE||||||H|3454552|BK|03.06.1998|21.04.1998|
306|981283|06061/98||BRUFJORDEN'S LD CARMENCITA|S25017/88|DK11616/95|1220242|HVIT/SORT||||||T|3454555|#XU|21.03.1999|21.04.1998|
306|010060|00226/01||TICO|13892/95|46109/94|1038180|HVIT/BRUN|||A||X|H|3515608|ton|15.03.2002|05.01.2001|
306|010060|00225/01||KIRO|13892/95|46109/94|1038138|HVIT/BRUN|||A||M|H|3515607|ton|06.09.2001|05.01.2001|
306|041472|05616/04||INDY|13167/98|09596/01|1206676|TRICOLOR|||A||M|H|3592466||24.02.2006|30.03.2004|
306|041472|05619/04||TROYA|13167/98|09596/01|1206769|TRICOLOR|||A||M|T|3592349|ton|07.12.2005|30.03.2004|
306|041472|05620/04||IRJA|13167/98|09596/01|1206801|TRICOLOR|||A||M|T|3592350|ton|04.11.2005|30.03.2004|
306|041472|05615/04||BAJAZ|13167/98|09596/01|1206647|HVIT/ORNAGE|||A||M|H|3592336|ton|16.11.2005|30.03.2004|
306|041472|05617/04||KITO|13167/98|09596/01|1206706|HVIT/SORT|||||M|H|3539055|HKE|16.10.2008|30.03.2004|
306|041472|05618/04||TRIXIE|13167/98|09596/01|1206736|TRICOLOR|||A||M|T|3592348|ton|04.11.2005|30.03.2004|
306|422487|04910/77||FREIKOLLENS TESSIE|DK295172|&2495/72|1185220|HVIT/KASTANJE||||||T|8166722||||
306|081297|05679/08||SÆTERTUNETS FANT|17163/04|02659/05|2105321|ORANGE/ HVIT|||||M|H|3747083|||17.06.2008|
306|081297|05682/08||SÆTERTUNETS NELLY|17163/04|02659/05|2105325|ORANGE/ HVIT|||||M|T|3747087|||17.06.2008|
306|081297|05680/08||SÆTERTUNETS DEXTER|17163/04|02659/05|2105323|ORANGE/ HVIT|||||M|H|3747084|||17.06.2008|
306|422487|04913/77||FREIKOLLENS FRIKK|DK295172|&2495/72|1185308|HVIT/KASTANJE||||||H|8166755||||
306|422648|05681/77||NØSKAMPEN PANTO|&12744/72|15844/73|1208660|RØD/HVIT||||||H|8175475||||
306|422648|05679/77||NØSKAMPEN CILLA|&12744/72|15844/73|1208604|RØD/HVIT||||||T|8175452||||
306|422487|04911/77||FREIKOLLENS ROCKO|DK295172|&2495/72|1185248|HVIT/KASTANJE|||C|||H|3261739|#XU|21.03.1999||
306|422487|04912/77||FREIKOLLENS RON|DK295172|&2495/72|1185278|HVIT/KASTANJE||||||H|8166744||||
306|081079|04917/08||KAMVATNET'S ASK|22857/04|04194/02|2100151|RØD/ HVIT|||||M|H|3747077|DI||15.05.2008|
306|081079|04916/08||KAMVATNET'S RON|22857/04|04194/02|2100150|SORT/ HVIT|||||M|H|3711599|DI||15.05.2008|
306|081079|04920/08||KAMVATNET'S TIA|22857/04|04194/02|2100154|RØD/ HVIT||||||T|3747079|||15.05.2008|
306|081079|04918/08||KAMVATNET'S RICO|22857/04|04194/02|2100152|SORT/ HVIT|||||M|H|3747081|||15.05.2008|
306|081297|05681/08||SÆTERTUNETS ARON|17163/04|02659/05|2105324|ORANGE/ HVIT|||||M|H|3747086|||17.06.2008|
306|001274|04753/00||STILLERUD'S PAN|FIN40258/98|44914/94|1180441|HVIT/ORANGE|||||M|H|2206135|jo|16.05.2000|29.03.2000|
306|051353|04754/05||MØYSALEN'S TRICO|10973/99|17368/01|1180476|TRICOLOR||||||H|2363084|bj|26.05.2005|23.03.2005|
306|414224|04755/75||STINA|04360/73|&9439/72|1180510|HVIT OG BRUN|||A|||T|8165010||||
306|001274|04756/00||STILLERUD'S CITA|FIN40258/98|44914/94|1180532|HVIT/ORANGE|||B||M|T|3500145|ton|09.03.2001|29.03.2000|
306|851538|07187/85||FJÆRLIA'S ASLAK|18054/80|06968/82|1253731|HVIT/BRUN||||||H|8192284||||
306|851538|07184/85||FJÆRLIA'S KEINO|18054/80|06968/82|1253639|HVIT/BRUN||||||H|8192250||||
306|851538|07190/85||FJÆRLIA'S CLOUDE|18054/80|06968/82|1253821|HVIT/BRUN||||||H|3268651||||
306|851538|07185/85||FJÆRLIA'S FYK|18054/80|06968/82|1253671|HVIT/BRUN|||C|||H|1464403||||
306|851538|07189/85||FJÆRLIA'S KJAPP|18054/80|06968/82|1253790|HVIT/BRUN||||||H|3214390||||
306|851538|07188/85||FJÆRLIA'S KANE|18054/80|06968/82|1253759|HVIT/BRUN|||D|||H|8192294||||
306|851538|07183/85||FJÆRLIA'S KIKKI|18054/80|06968/82|1253607|HVIT/BRUN|||A|||T|2340686||||
306|851538|07186/85||FJÆRLIA'S SAKKO|18054/80|06968/82|1253702|HVIT/BRUN|||A|||H|3296265|#XU|21.03.1999||
306|414960|07820/75||KIA|07503/73|&10195/72|1272929|HVIT M/BRUNE FLEKKER||||||T|8199390||||
306|414960|07821/75||TINKA|07503/73|&10195/72|1272957|HVIT M/BRUNE FLEKKER|||A|||T|8199402||||
306|419546|08062/76||TOYA|DK295172|14243/73|1280324|HVIT M/BRUNE TEGN.|||C|||T|8202085||||
306|414983|07920/75||LONE STAR OF TASTA|AKCSBSA-331507|AKCSBSA-982497|1275967|ORANGE & HVIT||||||H|8200508||||
306|041404|05364/04||JBS ZICO|07069/96|19531/01|1198945|HVIT/ORANGE|||A||X|H|3593347|ton|21.12.2005|26.03.2004|
306|981663|07911/98||MILLET|36602/93|27700/92|1275691|HVIT/ORANGE|||A||M|T|3458717|ton|12.10.1999|11.05.1998|
306|041404|05363/04||JBS VILL BILL|07069/96|19531/01|1198916|HVIT/ORNAGE|||A||M|H|3050551|#XU|16.06.2006|26.03.2004|
306|041404|05365/04||JBS TINKA|07069/96|19531/01|1198975|HVIT/ORANGE|||B||X|T|3593348|ton|13.09.2005|26.03.2004|
306|041404|05367/04||JBS LEIKI|07069/96|19531/01|1199035|HVIT/ORANGE|||A||M|T|3593350|ton|13.09.2005|26.03.2004|
306|041404|05366/04||JBS PIA|07069/96|19531/01|1199005|HVIT/ORANGE|||A||M|T|3593349||15.01.2008|26.03.2004|
306|071454|06132/07||KRUTTÅSEN'S G BALTO|23585/04|17369/01|2048789|HVIT/ORANGE||||||H|3034910|||04.05.2007|
306|011531|06110/01||KEIKO|LOSH827453|05744/98|1221693|HVIT/ORANGE|||C||M|H|3245857|ton|15.03.2002|17.04.2001|
306|011531|06113/01||SUSSI|LOSH827453|05744/98|1221783|HVIT/ORANGE|||E||X|T|3521090|ton|15.05.2002|17.04.2001|
306|861199|06794/86||AJARO'S JEPPE|DK14291/84|09306/77|1242115|BRUN/HVIT|||A||X|H|3263075||||
306|861199|06796/86||AJARO'S KIROV|DK14291/84|09306/77|1242177|BRUN/HVIT|||A|||H|1767490||||
306|861199|06795/86||AJARO'S PASO|DK14291/84|09306/77|1242146|BRUN/HVIT|||A|||H|1466036||||
306|861199|06797/86||AJARO'S REMI|DK14291/84|09306/77|1242208|BRUN/MELERT|||A|||H|8187951||||
306|011764|07130/01||MK-AGGIE|04600/93|14164/96|1251908|KASTANJEBRUN/HVIT|||D||M|T|3521828|ton|15.03.2002|27.04.2001|
306|011764|07129/01||MK-TIRA|04600/93|14164/96|1251877|KASTANJEBRUN/HVIT|||C||X|T|3521827|ton|15.05.2002|27.04.2001|
306|011851|07491/01||BLÅBÆRHAUGEN'S BALDER|S54709/88|16659/99|1262973|HVIT/RØD||||||H|3239576|bk|21.02.2002|03.05.2001|
306|011851|07495/01||BLÅBÆRHAUGEN'S BOUSA|S54709/88|16659/99|1263083|HVIT/RØD||||||T|3244200|bk|21.02.2002|03.05.2001|
306|011851|07497/01||BLÅBÆRHAUGEN'S ISABELL|S54709/88|16659/99|1263139|HVIT/RØD|||||M|T|3239576|bk|21.02.2002|03.05.2001|
306|011851|07498/01||BLÅBÆRHAUGEN'S FRIDA|S54709/88|16659/99|1263168|HVIT/RØD|||||M|T|3238043|bk|21.02.2002|03.05.2001|
306|011851|07494/01||BLÅBÆRHAUGEN'S BESSIE|S54709/88|16659/99|1263055|HVIT/RØD|||||M|T|3537942|bk|21.02.2002|03.05.2001|
306|011851|07490/01||BLÅBÆRHAUGEN'S ARGO|S54709/88|16659/99|1262944|HVIT/RØD|||||M|H|3537939|bk|21.02.2002|03.05.2001|
306|011851|07496/01||BLÅBÆRHAUGEN'S TUSSI|S54709/88|16659/99|1263110|HVIT/RØD||||||T|3537945|bk|21.02.2002|03.05.2001|
306|011851|07492/01||BLÅBÆRHAUGEN'S ZICO|S54709/88|16659/99|1263001|HVIT/RØD||||||H|3537940|bk|21.02.2002|03.05.2001|
306|011851|07493/01||BLÅBÆRHAUGEN'S SARO|S54709/88|16659/99|1263028|HVIT/RØD||||||H|3537940|bk|21.02.2002|03.05.2001|
306|406316|07503/73||HAPI|&12744/72|&6339/71|1263334|BRUN OG HVIT|||A|||H|8195838||||
306|406317|07505/73||KING|&12744/72|&6339/71|1263397|BRUN OG HVIT||||||H|8195863||||
306|981663|07910/98||L-PIRO|36602/93|27700/92|1275658|HVIT/ORANGE|||A||M|H|3546212|bk|05.06.2002|11.05.1998|
306|406317|07504/73||STEGG|&12744/72|&6339/71|1263366|BRUN OG HVIT||||||H|8195849||||
306|011304|05125/01||BRUNSKOGEN'S ARIA|02028/99|10611/98|1191623|HVIT/ORANGE|||||M|T|3522984|#XU|30.03.2003|29.03.2001|
306|011304|05123/01||BRUNSKOGEN'S AKIMA|02028/99|10611/98|1191564|HVIT/ORANGE|||A||M|T|2008068|ton|22.09.2004|29.03.2001|
306|405925|05841/73||VARH DE CORNOUAILLE|LOF45389/1211|LOF44312/1146|1213531|ORANGE OG HVIT||||||H|8177302||||
306|414960|07822/75||TIREX|07503/73|&10195/72|1272987|HVIT M/BRUNE FLEKKER||||||H|8199415||||
306|406391|07844/73||TRIXIE|DK295172|DK10146/69|1273611|BRUNSKIMLET|||C|||T|8199631||||
306|406391|07845/73||TULA|DK295172|DK10146/69|1273641|BRUNSKIMLET||||||T|8199642||||
306|406391|07847/73||MIKKI|DK295172|DK10146/69|1273699|BRUNSKIMLET||||||H|8199666||||
306|406391|07846/73||RITA|DK295172|DK10146/69|1273669|BRUNSKIMLET|||A|||T|1812767|#XU|21.03.1999||
306|406391|07848/73||TASS|DK295172|DK10146/69|1273727|BRUNSKIMLET|||C|||H|8199675||||
306|406391|07849/73||ARO|DK295172|DK10146/69|1273756|BRUNSKIMLET||||||H|1812767|#XU|21.03.1999||
306|992011|07950/99||TURBO|20208/95|34756/93|1276922|HVIT/KASTANJEBRUN|||A||X|H|3481221|ton|04.07.2000|10.05.1999|
306|992011|07952/99||STÆGG|20208/95|34756/93|1276982|HVIT/KASTANJEBRUN|||||M|H|3481224|#XU|16.06.2006|10.05.1999|
306|971168|05389/97||GEILANE'S F P B BICO|10971/89|25833/90|1199694|HVIT/ORANGE||||||H|3081110|#XU|21.03.1999|01.04.1997|
306|971168|05393/97||GEILANE'S F P B GYPSY|10971/89|25833/90|1199810|HVIT/ORANGE|||A||M|T|2313211|#XU|21.03.1999|01.04.1997|
306|992011|07953/99|N UCH|RUFF|20208/95|34756/93|1277014|HVIT/KASTANJEBRUN|||B||M|H|3481227|ifa|03.07.2002|10.05.1999|
306|971168|05395/97||GEILANE'S F P B TILLA|10971/89|25833/90|1199869|HVIT/ORANGE|||D||M|T|2272061|#XU|07.05.2000|01.04.1997|
306|971168|05394/97||GEILANE'S F P B MIRANDA|10971/89|25833/90|1199840|HVIT/ORANGE||||||T|3065069|#XU|08.09.2002|01.04.1997|
306|971168|05390/97||GEILANE'S F P B EMIL|10971/89|25833/90|1199723|HVIT/ORANGE|||A||M|H|3081111|#XU|07.01.2001|01.04.1997|
306|971168|05388/97||GEILANE'S F P B BALDER|10971/89|25833/90|1199667|HVIT/ORANGE||||||H|3023786|SS|02.06.1997|01.04.1997|
306|992011|07951/99||FERRO|20208/95|34756/93|1276951|HVIT/ORANGE|||D||M|H|3481222|sa|14.08.2000|10.05.1999|
306|992011|07954/99||FELIX|20208/95|34756/93|1277045|HVIT/ORANGE|||D||M|H|3481228|ton|09.03.2001|10.05.1999|
306|971168|05391/97||GEILANE'S F P B PRIKK|10971/89|25833/90|1199753|HVIT/ORANGE||||||H|3301569|SS|02.06.1997|01.04.1997|
306|981283|06062/98||BRUFJORDEN'S LD SIKA|S25017/88|DK11616/95|1220273|HVIT/ORANGE|||A||M|T|3454556|ton|16.04.1999|21.04.1998|
306|981283|06059/98||BRUFJORDEN'S LD MINI-MUMMEN|S25017/88|DK11616/95|1220178|HVIT/SORT||||||T|3454554|BK|03.06.1998|21.04.1998|
306|001613|06060/00||OPPHAUGEN'S YATZY|FIN40258/98|27400/94|1220180|ORANGE/HVIT|||B||M|T|3500693|ton|13.07.2001|17.04.2000|
306|951226|05444/95||TRÅSLETTEN'S BETH|18184/87|40938/91|1201362|HVIT/KASTANJEBRUN||||||T|3023789|JO|29.03.1995|20.03.1995|
306|951226|05447/95||TRÅSLETTEN'S BROKA|18184/87|40938/91|1201454|HVIT/KASTANJEBRUN|||D||X|T|3031604|#XU|02.10.2005|20.03.1995|
306|951226|05440/95||TRÅSLETTEN'S BIEHKAN|18184/87|40938/91|1201241|HVIT/KASTANJEBRUN|||D||X|H|3023786|TON|13.06.1996|20.03.1995|
306|414384|05441/75||LUSSI|&5497/69|18132/73|1201254|HVIT M/RØDE TEGN||||||T|8172696||||
306|061422|05452/06||TE QUATTRO|03790/04|S30671/98|1201586|HVIT/SORT|||A||M|H|3481224||02.07.2007|01.06.2006|
306|052074|07611/05||ORRESKOGEN'S DINGO|09593/01|19556/01|1266586|HVIT/BRUN|||||M|H|3617195|gf|29.11.2005|28.04.2005|
306|061422|05455/06||TE FIXA|03790/04|S30671/98|1201682|HVIT/ORANGE||||||T|3647064||01.06.2006|01.06.2006|
306|419456|07612/76||VARD|&6344/71|&8958/69|1266624|HVIT OG BRUN||||||H|3108722||||
306|951226|05443/95||TRÅSLETTEN'S BRIGG|18184/87|40938/91|1201331|HVIT/KASTANJEBRUN|||A||X|H|3023788|#XU|03.03.2002|20.03.1995|
306|951226|05448/95||TRÅSLETTEN'S BJØLLA|18184/87|40938/91|1201485|HVIT/KASTANJEBRUN|||D||M|T|3023791|TON|13.06.1996|20.03.1995|
306|052074|07610/05||ORRESKOGEN'S MORRIS|09593/01|19556/01|1266555|HVIT/BRUN|||A||M|H|3617194||02.08.2006|28.04.2005|
306|061422|05456/06||TE ZMILA|03790/04|S30671/98|1201715|HVIT/SORT||||||T|3647065|||01.06.2006|
306|951226|05445/95||TRÅSLETTEN'S BÅSMI|18184/87|40938/91|1201393|HVIT/KASTANJEBRUN|||A||X|T|3023790|TON|01.05.1996|20.03.1995|
306|951226|05446/95||TRÅSLETTEN'S BILLAN|18184/87|40938/91|1201423|HVIT/KASTANJEBRUN|||A||X|T|2590364|#XU|18.07.2004|20.03.1995|
306|951226|05442/95||TRÅSLETTEN'S BIRR|18184/87|40938/91|1201300|HVIT/KASTANJEBRUN||||||H|3023787|#XU|21.03.1999|20.03.1995|
306|061422|05451/06||TE TRICCO|03790/04|S30671/98|1201556|TRICOLOR|||A||M|H|3647061||18.06.2007|01.06.2006|
306|052074|07609/05||ORRESKOGEN'S JACQUES|09593/01|19556/01|1266524|HVIT/SORT|||||M|H|3617193|gf|23.06.2005|28.04.2005|
306|052074|07612/05||ORRESKOGEN'S PEIK|09593/01|19556/01|1266619|HVIT/BRUN||||||H|3005574|bk|28.04.2005|28.04.2005|
306|861199|06799/86||AJARO'S RUBEN|DK14291/84|09306/77|1242269|BRUN/MELERT||||||H|3294796||||
306|861199|06798/86||AJARO'S RUDI|DK14291/84|09306/77|1242239|BRUN/MELERT|||C|||H|1812767|#XU|21.03.1999||
306|951508|06816/95||BRENNMOEN'S DIXI|18184/87|20752/86|1242770|HVIT/KASTANJEBRUN|||A||M|T|3061156|#XU|22.07.2001|06.04.1995|
306|951508|06815/95||BRENNMOEN'S MAYCA|18184/87|20752/86|1242743|HVIT/KASTANJEBRUN|||A||M|T|3030577|#XU|20.03.2005|06.04.1995|
306|821061|04920/82||KIWI|03431/76|15293/74|1185532|BRUN/HVIT||||||H|8166853||||
